price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,full_address,latitude,longitude,price_normalized
665000.0,4.0,2.5,2600,17388,2.0,0,0,3,2600,0,1996,0,"14623 SE 82nd Ct, Newcastle, WA 98059, USA",47.52823865,-122.1459053332808,13.407543823396258
592500.0,4.0,3.0,2170,8240,1.0,0,0,4,1370,800,1968,0,"18504 NE 21st St, Redmond, WA 98052, USA",47.6291675,-122.09295697247153,13.292107839753712
940000.0,4.0,2.75,2080,4000,1.5,0,0,3,2080,0,1912,2000,"6042 Sycamore Ave NW, Seattle, WA 98107, USA",47.6736758,-122.35819289415,13.753636218075409
655000.0,4.0,2.5,2860,12394,2.0,0,0,3,2860,0,1999,0,"2853 234th Ave SE, Sammamish, WA 98075, USA",47.5834577575254,-122.02697889666184,13.39239204133378
622500.0,4.0,2.5,2980,8107,2.0,0,0,3,2980,0,2000,0,"34823 Rhododendron Dr SE, Snoqualmie, WA 98065, USA",47.53911575066456,-121.8749692984456,13.341500513745412
380000.0,2.0,2.5,1230,987,2.0,0,0,3,1060,170,2011,0,"2031 S Washington St, Seattle, WA 98144, USA",47.6006718,-122.3050105,12.847929163278053
648360.0,4.0,1.75,2260,7005,1.0,0,1,4,1130,1130,1947,1988,"137 18th Ave, Kirkland, WA 98033, USA",47.68942935,-122.2070432944921,13.382202918977937
432000.0,3.0,2.75,2200,14925,1.0,0,0,3,1100,1100,1982,0,"21013 NE 60th Pl, Redmond, WA 98053, USA",47.66071285,-122.0590114,12.976183182038383
1050000.0,4.0,2.5,3030,12590,1.5,0,0,4,3030,0,1988,0,"3255 111th Ave SE, Bellevue, WA 98004, USA",47.5806531,-122.1928536189114,13.864301674514206
353250.0,2.0,1.0,1060,1600,2.0,0,0,3,1060,0,1979,2014,"1523 30th Ave S, Seattle, WA 98144, USA",47.5887427,-122.2939588,12.774934131399101
1000000.0,4.0,3.0,4260,18687,2.0,0,0,3,4260,0,1996,0,"2432 267th Ct SE, Sammamish, WA 98075, USA",47.5874236,-121.98250366229507,13.815511557963774
320000.0,3.0,2.25,998,844,2.0,0,0,3,798,200,2007,0,"820 NW 95th St, Seattle, WA 98117, USA",47.69846245,-122.36710903619404,12.676079399771027
349900.0,4.0,2.5,2052,3723,2.0,0,0,3,2052,0,2014,0,"35650 30th Ave S, Federal Way, WA 98003, USA",47.28233425,-122.2946451595092,12.765405536311112
330000.0,4.0,3.5,3150,6202,2.0,0,0,3,3150,0,2005,0,"22547 134th Pl SE, Kent, WA 98042, USA",47.39919415,-122.162078275,12.706850963741102
408000.0,3.0,2.25,1950,7221,1.0,0,0,4,1950,0,2006,0,"3742 S 192nd St, SeaTac, WA 98188, USA",47.4310115,-122.2851994963772,12.919024904363686
321000.0,3.0,2.25,1347,1292,3.0,0,0,3,1347,0,2010,0,"14007-14017 35th Ave NE, Seattle, WA 98125, USA",,,12.679199517372098
1051000.0,4.0,3.75,3860,5474,2.5,0,0,3,3860,0,2007,0,"2603 NE Davis Loop, Issaquah, WA 98029, USA",47.5395504,-121.99504770410232,13.865253601333421
2150000.0,4.0,5.5,5060,10320,2.0,0,0,3,5060,0,2008,0,"1500-1598 98th Ave NE, Bellevue, WA 98004, USA",,,14.580978865220017
359000.0,3.0,1.5,1360,885,3.0,0,0,3,1360,0,2008,0,"709 N 94th St, Seattle, WA 98103, USA",47.6962453,-122.3488723,12.791080452981857
300000.0,5.0,2.5,2760,6000,2.0,0,0,3,2760,0,2006,0,"843 S Rose St, Seattle, WA 98108, USA",47.528773,-122.32098016115832,12.611541086966115
380000.0,5.0,3.5,2420,4670,2.0,0,0,3,2420,0,2013,1923,"8803 38th Ave S, Seattle, WA 98118, USA",47.5241226,-122.28506625,12.847929163278053
660000.0,3.0,2.5,2450,4332,2.0,0,0,3,2450,0,2010,0,"10741 242nd Pl NE, Redmond, WA 98053, USA",47.69417095,-122.01611555122857,13.399996629152975
355000.0,3.0,2.25,1280,959,3.0,0,0,3,1280,0,2005,0,"8526 Nesbit Ave N, Seattle, WA 98103, USA",47.6914734,-122.3429927,12.779875885354993
259000.0,3.0,2.5,1550,3569,2.0,0,0,3,1550,0,2011,0,"1506 51st St NE, Auburn, WA 98002, USA",47.35273485,-122.21102116563074,12.464587201678082
353000.0,1.0,1.0,550,1279,2.0,0,0,3,550,0,2008,0,"1620 14th Ave, Seattle, WA 98122, USA",47.61594975,-122.31396359914932,12.77422616877261
430000.0,2.0,2.5,1520,1588,2.0,0,0,3,1240,280,2007,0,"2310 15th Ave S, Seattle, WA 98144, USA",47.5825396,-122.31289,12.971542813248437
460000.0,3.0,1.0,1670,4005,1.5,0,0,4,1170,500,1939,1989,"8030 18th Ave NW, Seattle, WA 98117, USA",47.6877934,-122.37974734623984,13.038983942375959
80000.0,1.0,0.75,430,5050,1.0,0,0,2,430,0,1912,0,"32215 E Rutherford St, Carnation, WA 98014, USA",47.649977,-121.9092685,11.289794413577894
782000.0,4.0,2.5,2380,9614,2.0,0,0,4,2380,0,1991,0,"16810 SE 47th Way, Bellevue, WA 98006, USA",47.56230595,-122.11596829678052,13.569611298299009
218000.0,3.0,1.0,960,9633,1.0,0,0,5,960,0,1982,0,"506 Harmony Ln, Enumclaw, WA 98022, USA",47.19523,-122.0009165,12.292254928916668
325000.0,3.0,1.0,1920,6862,1.0,0,2,3,1120,800,1952,2008,"4602 S Fletcher St, Seattle, WA 98118, USA",47.5192421,-122.27405163894096,12.691583538230217
980000.0,4.0,3.0,3680,5854,1.0,0,3,3,2060,1620,1967,2011,"1414 Magnolia Blvd W, Seattle, WA 98199, USA",47.6326707,-122.394967082273,13.795308871054397
902000.0,4.0,2.25,2530,9200,1.0,0,0,5,1570,960,1976,0,"4632 141st Ct SE, Bellevue, WA 98006, USA",47.56117125,-122.15219195253962,13.712370907691596
556000.0,5.0,2.5,3840,16905,2.0,0,0,3,3840,0,1991,0,"739 SW 337th St, Federal Way, WA 98023, USA",47.2996022,-122.34221795246457,13.228525371792253
662990.0,3.0,1.75,1240,3600,1.5,0,0,5,1240,0,1926,0,"2552 57th Ave SW, Seattle, WA 98116, USA",47.57973205,-122.4049609398004,13.40451669441523
225000.0,2.0,1.0,1300,11867,1.5,0,0,4,1300,0,1975,0,"33023 SE 310th St, Ravensdale, WA 98051, USA",47.322084,-121.9030115,12.323860125621126
439950.0,4.0,2.5,2380,12067,2.0,0,0,3,2380,0,2002,0,"313 Mt Baker Pl NE, Renton, WA 98059, USA",47.487280850000005,-122.14397860765204,12.99441863605669
175000.0,2.0,1.0,1300,44431,1.0,0,0,5,1300,0,1958,0,"30557 55th Ave S, Auburn, WA 98001, USA",47.327181550000006,-122.2671701,12.07254696717504
306000.0,2.0,1.0,780,13500,1.0,0,0,4,780,0,1946,1989,"15210 Mink Rd NE, Woodinville, WA 98077, USA",,,12.631343648903034
235000.0,4.0,2.5,1810,39639,1.0,0,0,3,1230,580,1970,2014,"17421 SE Covington Sawyer Rd, Kent, WA 98042, USA",47.34719495,-122.10953594400677,12.367345048436391
399500.0,3.0,1.75,2420,12676,2.0,0,0,3,2420,0,1911,1986,"227 W Park St, North Bend, WA 98045, USA",47.4942542,-121.78916979121936,12.897971547314246
478000.0,3.0,1.0,1280,2580,1.5,0,0,3,1280,0,1910,2014,"6008 8th Ave NE, Seattle, WA 98115, USA",47.6725676,-122.3198357,13.077368103521614
515000.0,2.0,1.0,1680,6500,1.0,0,0,4,1140,540,1941,1998,"5906 44th Ave SW, Seattle, WA 98136, USA",47.5500147,-122.38826512114032,13.151924121391561
550000.0,3.0,2.5,2510,5400,2.0,0,0,3,2510,0,1992,0,"919 N 33rd St, Renton, WA 98056, USA",47.52043655,-122.20608879352368,13.217675375388819
149000.0,3.0,1.0,1700,8645,1.0,0,0,3,1700,0,1955,2005,"12701 2nd Ave SW, Seattle, WA 98146, USA",47.5195371,-122.33660385,11.91170829631447
526000.0,3.0,1.75,1680,3420,1.0,0,0,3,960,720,1992,0,"7717 35th Ave NE, Seattle, WA 98115, USA",47.68538425,-122.29087346965647,13.173058392858724
527550.0,1.0,0.75,820,59677,1.0,0,0,3,820,0,1999,0,"7608 N Fork Rd SE, Snoqualmie, WA 98065, USA",,,13.176000822123365
1050000.0,3.0,4.0,4380,42769,2.0,0,0,5,4380,0,1983,0,"17301 NE 131st St, Redmond, WA 98052, USA",,,13.864301674514206
625000.0,3.0,2.5,2600,10092,1.0,0,0,3,2600,0,1984,0,"22922 NE 14th St, Sammamish, WA 98074, USA",47.62228914285714,-122.03291128571428,13.345508528717259
950000.0,5.0,3.25,3400,7452,2.0,0,0,3,3400,0,1999,0,"15251 NE 6th St, Bellevue, WA 98007, USA",47.614147,-122.1358337178956,13.76421831620775
377691.0,5.0,1.75,2120,8399,1.0,0,0,4,1320,800,1942,1982,"18318 Meridian Ave N, Shoreline, WA 98133, USA",47.7619977,-122.3346945845349,12.841834327644884
648475.0,4.0,2.75,2250,5700,1.0,0,0,3,1200,1050,1951,1994,"2436 Dexter Ave N, Seattle, WA 98109, USA",47.6406396,-122.3440559717404,13.382380273572695
383000.0,3.0,1.0,1800,5612,1.0,0,0,4,1200,600,1942,1982,"8639 36th Ave SW, Seattle, WA 98126, USA",47.52496685,-122.37818660253734,12.855792879125431
535000.0,3.0,2.5,2210,7620,2.0,0,0,3,2210,0,1994,0,"10526 157th Ave NE, Redmond, WA 98052, USA",47.6937586,-122.12994813803316,13.190023895035274
449950.0,3.0,2.0,1560,4080,2.0,0,0,3,1560,0,1923,1982,"828 NE 83rd St, Seattle, WA 98115, USA",47.6891181,-122.31906320275634,13.016893966928787
465425.0,4.0,2.75,2430,20720,1.0,0,0,3,2430,0,1967,2011,"14951 NE 204th St, Woodinville, WA 98072, USA",47.77539580505833,-122.14005622034216,13.050708394211673
675000.0,4.0,2.5,2560,36601,2.0,0,0,4,2560,0,1987,0,"26007 SE 27th St, Sammamish, WA 98075, USA",47.585385,-121.991819,13.42246945133505
599000.0,3.0,2.75,1960,2500,1.5,0,0,5,1410,550,1926,0,"427 N 63rd St, Seattle, WA 98103, USA",47.67441985,-122.3531011235962,13.303018546545275
416000.0,3.0,1.5,1110,9762,1.0,0,0,4,1110,0,1963,0,"14222 NE 80th Pl, Redmond, WA 98052, USA",47.6759419,-122.15000830721004,12.938442943086665
595000.0,2.0,1.5,1030,4500,1.0,0,0,3,830,200,1924,2011,"2726 Mayfair Ave N, Seattle, WA 98109, USA",47.6454699,-122.35208661248345,13.296318365198623
200000.0,4.0,1.0,1350,11507,1.0,0,0,3,1350,0,1966,1963,"19516-19598 108th Ave SE, Renton, WA 98055, USA",,,12.206077645517674
402000.0,3.0,2.0,1540,1827,2.0,0,0,3,1540,0,2005,0,"2460 NE Park Dr, Issaquah, WA 98029, USA",47.5478755,-121.9980179,12.904209855160254
433000.0,4.0,1.75,1830,9600,1.0,0,0,4,1010,820,1966,0,"16130 SE Newport Way, Bellevue, WA 98006, USA",47.57278683673469,-122.1255,12.978495316450783
275000.0,4.0,1.5,1930,15531,2.0,0,0,3,1930,0,1979,2014,"28616 28th Pl S, Federal Way, WA 98003, USA",47.3450691,-122.29642783529474,12.524530013005734
410000.0,3.0,2.0,1650,9641,1.5,0,0,3,1650,0,1983,2009,"12721 83rd Ct NE, Kirkland, WA 98034, USA",47.71461155,-122.23098803757225,12.923914877701906
554820.0,4.0,2.0,3510,12905,1.0,0,2,3,2210,1300,1965,1982,"1962 SW 172nd St, Burien, WA 98166, USA",47.44693885,-122.35991100118753,13.226400818184475
1325000.0,4.0,3.0,3370,7920,1.0,0,3,3,1860,1510,1988,2000,"3524 NW 67th St, Seattle, WA 98117, USA",47.677238200000005,-122.40305856981232,14.096923772119156
735000.0,3.0,2.5,2390,9157,2.0,0,0,3,2390,0,1984,0,"14500-14526 NE 61st St, Redmond, WA 98052, USA",,,13.507627138738266
607000.0,3.0,1.0,1230,8114,1.0,0,0,4,1230,0,1951,1999,"3126 108th Ave SE, Bellevue, WA 98004, USA",47.5822075,-122.19615741219008,13.316285717486736
549900.0,4.0,3.0,2830,213879,2.0,0,0,4,2830,0,1987,0,"34422 176th Ave SE, Auburn, WA 98092, USA",47.2925265,-122.107174,13.217493541006709
258000.0,3.0,1.75,1620,7540,1.0,0,0,3,1310,310,1988,2000,"21659 SE 266th St, Maple Valley, WA 98038, USA",47.36346775,-122.0518974751112,12.460718739865236
661254.0,4.0,4.0,2290,6250,1.5,0,0,5,1690,600,1940,0,"2319 41st Ave SW, Seattle, WA 98116, USA",47.58242165,-122.38416794980328,13.401894823562731
945000.0,4.0,2.0,2840,13367,1.0,0,0,3,1420,1420,1952,2008,"9723 NE 15th St, Clyde Hill, WA 98004, USA",47.6236195,-122.21012317739644,13.758941264676379
799950.0,4.0,3.5,4220,196817,2.0,0,0,3,4220,0,1993,0,"5002 Jasmine Ave SE, Auburn, WA 98092, USA",47.26249673825503,-122.18595305369128,13.592305754774207
132500.0,3.0,1.0,1080,10500,1.0,0,0,3,1080,0,1967,2011,"4411 S 314th St, Auburn, WA 98001, USA",47.3199965,-122.278081230137,11.794345471549745
467100.0,3.0,1.75,1620,8645,1.0,0,0,3,1190,430,1973,2013,"6605-6609 141st Pl NE, Redmond, WA 98052, USA",47.66555245,-122.1513222985687,13.0543007873571
1610000.0,4.0,3.5,4390,11600,2.0,0,3,3,3060,1330,1990,2009,"2758 68th Ave SE, Mercer Island, WA 98040, USA",47.58646,-122.245775,14.291745358078465
641000.0,3.0,1.75,1620,3975,1.0,0,0,5,940,680,1926,0,"6729 Dibble Ave NW, Seattle, WA 98117, USA",47.67861175,-122.36790071363636,13.370786295963992
350000.0,3.0,1.0,1010,11244,1.0,0,0,4,1010,0,1947,1988,"16220 8th Ave NE, Shoreline, WA 98155, USA",47.7467353,-122.32081058811973,12.765691290604371
335000.0,4.0,2.5,1750,8476,1.0,0,0,4,1240,510,1983,0,"15216 SE 176th Pl, Renton, WA 98058, USA",47.444637,-122.1369365,12.721888795877375
900000.0,3.0,3.5,4080,217697,1.5,0,3,3,4080,0,2000,0,"37739 Auburn Enumclaw Rd SE, Auburn, WA 98092, USA",47.2754666,-122.1573637,13.710151153416941
440000.0,4.0,2.5,2560,10400,1.0,0,0,4,1280,1280,1965,0,"749 Mountain View Pl SW, Issaquah, WA 98027, USA",47.52234506122449,-122.04017453061223,12.994532278619134
464600.0,3.0,1.75,1120,5500,1.5,0,0,4,1120,0,1925,1968,"6617 Beveridge Pl SW, Seattle, WA 98136, USA",47.54468655510586,-122.39096000809629,13.048934251705282
1200000.0,4.0,3.5,4740,172497,2.0,0,0,3,4740,0,2003,0,"19933 NE 85th St, Redmond, WA 98053, USA",47.67847964041042,-122.11842375089292,13.997832948091215
300000.0,2.0,1.0,1340,7788,1.0,0,2,3,1340,0,1947,2012,"7111 S Ryan St, Seattle, WA 98178, USA",47.50947915,-122.24407150279649,12.611541086966115
670500.0,4.0,2.0,1590,6750,1.0,0,0,3,1590,0,1951,1994,"2333 12th Ave E, Seattle, WA 98102, USA",47.6405347,-122.31726935340345,13.415780473127068
552000.0,3.0,1.0,1430,5000,1.0,0,0,4,1080,350,1919,1985,"6008 29th Ave NE, Seattle, WA 98115, USA",47.67246905,-122.29611149410098,13.221305136851795
244000.0,4.0,1.0,1450,8960,1.0,0,0,3,1450,0,1943,2002,"1011 SW 118th St, Seattle, WA 98146, USA",,,12.404927602627597
788600.0,4.0,2.75,3500,7200,2.0,0,0,3,3500,0,2005,0,"8930-9034 236th Ave NE, Redmond, WA 98053, USA",,,13.578015768494858
445000.0,3.0,2.0,1630,8702,1.0,0,0,3,1630,0,1987,2000,"1905 NE 29th Ct, Renton, WA 98056, USA",47.5169141,-122.19309771655722,13.005831808336863
530000.0,4.0,1.75,1814,5000,1.0,0,0,4,944,870,1951,1999,"7532 44th Ave NE, Seattle, WA 98115, USA",47.6840379,-122.28071851094673,13.180634172318978
90000.0,2.0,1.0,580,7500,1.0,0,0,3,580,0,1943,2002,"6621 S 131st Pl, Seattle, WA 98178, USA",47.4851526,-122.25101655010548,11.407576060361786
585000.0,3.0,2.0,1670,4572,1.5,0,0,3,1670,0,1931,0,"7705 13th Ave NW, Seattle, WA 98117, USA",47.6853252,-122.3730017460028,13.279368835614243
498000.0,2.0,2.0,1140,8282,1.0,0,0,3,1140,0,1924,2009,"2086 Market St, Kirkland, WA 98033, USA",47.69495843080541,-122.209946808985,13.118357364036902
379000.0,2.0,1.0,800,6380,1.0,0,2,3,800,0,1940,1996,"1709 NE 86th St, Seattle, WA 98115, USA",47.6910513,-122.30889405146284,12.84529412258351
462000.0,3.0,1.75,1300,2580,1.0,0,0,5,820,480,1919,1934,"825 NE 63rd St, Seattle, WA 98115, USA",47.673998350000005,-122.31896602455105,13.043322334563697
388000.0,4.0,2.5,2440,7155,2.0,0,0,3,2440,0,1993,0,"16032 SE 170th Pl, Renton, WA 98058, USA",47.450103,-122.12590255,12.868763195921677
255000.0,3.0,2.0,1490,8371,1.5,0,0,3,1490,0,1984,0,"11405 SE 229th St, Kent, WA 98031, USA",47.39623075,-122.1890569478395,12.449022745701502
665000.0,3.0,2.75,1800,9550,1.0,0,0,4,1320,480,1966,0,"12115 SE 44th Pl, Bellevue, WA 98006, USA",47.56789575,-122.17789061983363,13.407543823396258
550000.0,3.0,2.0,1830,9152,1.0,0,0,5,1830,0,1959,0,"11815 SE 56th St, Bellevue, WA 98006, USA",47.55307145,-122.18094114642147,13.217675375388819
606000.0,3.0,1.0,1500,3920,1.0,0,0,3,1000,500,1947,2012,"128 NW 59th St, Seattle, WA 98107, USA",47.6717735,-122.3589495397718,13.314636915215106
334000.0,4.0,2.5,2210,6080,1.0,0,2,4,1410,800,1965,0,"12413 84th Ave S, Seattle, WA 98178, USA",47.4914335,-122.22790733008364,12.718899265966332
360000.0,3.0,2.0,1270,1323,3.0,0,0,3,1270,0,2006,0,"8830 Midvale Ave N, Seattle, WA 98103, USA",47.693391,-122.3420063,12.793862088206213
235000.0,2.0,1.0,1140,1730,1.5,0,0,3,1010,130,2007,0,"3002 SW Cycle Ct, Seattle, WA 98126, USA",47.549374,-122.3720558,12.367345048436391
580000.0,3.0,2.5,1620,1173,3.0,0,4,3,1470,150,2008,0,"5410 Greenwood Ave N, Seattle, WA 98103, USA",47.6680921,-122.35508525,13.270785106659046
355000.0,3.0,2.0,1220,1186,3.0,0,0,3,1220,0,2007,0,"9245a Interlake Ave N, Seattle, WA 98103, USA",,,12.779875885354993
375000.0,2.0,2.5,750,1430,2.0,0,0,3,750,0,2006,0,"1700 E Columbia St, Seattle, WA 98122, USA",47.6093456,-122.3100309,12.834683971615659
372000.0,4.0,1.75,1960,9300,1.0,0,0,5,1340,620,1979,0,"16803 426th Pl SE, North Bend, WA 98045, USA",,,12.826651821423713
479000.0,3.0,1.0,1370,3000,1.5,0,0,3,1370,0,1924,2011,"611 N 46th St, Seattle, WA 98103, USA",47.661886800000005,-122.35092730907748,13.079457964073546
2000000.0,5.0,4.0,4580,4443,3.0,1,4,3,4580,0,2004,2003,"4277 E Lake Sammamish Shore Ln SE, Sammamish, WA 98075, USA",47.56821879073458,-122.05857337097626,14.508658238524095
1680000.0,4.0,4.25,5584,68257,2.0,0,0,3,5584,0,1998,2006,"29002 NE 3rd Way, Carnation, WA 98014, USA",,,14.33430494661736
501000.0,2.0,1.0,1010,4320,1.0,0,0,5,1010,0,1924,1956,"7550 Roosevelt Way NE, Seattle, WA 98115, USA",47.6846101,-122.31720343760692,13.124363376072994
245000.0,3.0,1.75,1260,6908,1.0,0,0,3,1260,0,1994,0,"23221 SE 242nd St, Maple Valley, WA 98038, USA",47.3849822,-122.0309542,12.409017571151187
496700.0,3.0,2.5,1740,5782,2.0,0,0,4,1740,0,1989,0,"3512 253rd Ct SE, Issaquah, WA 98029, USA",,,13.115743514381114
347000.0,4.0,1.5,2670,10026,2.0,0,0,3,2670,0,1996,0,"1121 48th Ct SE, Auburn, WA 98092, USA",47.26600895,-122.21495213596312,12.757082940769225
199000.0,2.0,1.0,720,7200,1.0,0,0,5,720,0,1943,0,"3113 SE 6th St, Renton, WA 98058, USA",47.47636225,-122.1769173,12.201065128819632
440500.0,3.0,2.5,2460,4399,2.0,0,0,3,2460,0,2007,0,"34214 SE Carmichael St, Snoqualmie, WA 98065, USA",47.54142705,-121.88407878163622,12.995667994503354
820000.0,4.0,2.5,3670,7000,2.0,0,0,3,3670,0,2005,0,"19454 SE 27th Pl, Sammamish, WA 98075, USA",47.58537929126547,-122.08042302371814,13.617060838751888
325000.0,4.0,3.5,2630,3435,1.5,0,3,3,1640,990,1984,0,"18641 48th Pl S, SeaTac, WA 98188, USA",47.4354484,-122.2717657,12.691583538230217
195000.0,3.0,1.75,1570,8459,1.0,0,0,3,1570,0,1991,0,"1168 Semanski St, Enumclaw, WA 98022, USA",47.201554,-122.0058981396104,12.180759965737863
675000.0,3.0,3.0,2980,28000,1.0,0,0,3,1820,1160,1981,2013,"15017-15023 NE 144th St, Redmond, WA 98052, USA",,,13.42246945133505
295000.0,3.0,2.5,1560,4200,2.0,0,0,3,1560,0,2003,0,"23620 SE 243rd Pl, Maple Valley, WA 98038, USA",47.3837766,-122.02603569786706,12.59473402514672
355300.0,3.0,2.5,1620,7410,1.0,0,0,5,1620,0,1955,0,"19584-19766 Meridian Ave N, Shoreline, WA 98133, USA",,,12.780720596528097
276000.0,3.0,1.0,1140,5000,1.0,0,0,3,1140,0,1960,2012,"5403 23rd Ave SW, Seattle, WA 98106, USA",47.55352095000001,-122.36195034685096,12.52815976788113
460000.0,2.0,1.5,2730,19877,1.0,0,0,4,1570,1160,1976,1992,"19807 330th Ave NE, Duvall, WA 98019, USA",,,13.038983942375959
880000.0,3.0,2.0,2130,35169,1.0,0,0,4,2130,0,1989,0,"16704 162nd Ave NE, Woodinville, WA 98072, USA",47.76472059479766,-122.12354514118262,13.68767832281738
370000.0,3.0,2.5,1780,4050,2.0,0,0,3,1780,0,2001,0,"1743 NE 146th St, Shoreline, WA 98155, USA",47.7345615,-122.3080411,12.821260987319457
346000.0,4.0,2.5,2100,3916,2.0,0,0,3,2100,0,2009,0,"11674 SE 189th Pl, Renton, WA 98058, USA",47.43243035,-122.1849717984633,12.754196944209095
172500.0,3.0,1.0,1140,8800,1.0,0,0,3,1140,0,1972,2002,"4804 S 378th St, Auburn, WA 98001, USA",47.26289125,-122.27474899942403,12.058158312538197
379950.0,3.0,1.5,1690,9144,1.0,0,0,4,1140,550,1956,0,"6601 NE 153rd Pl, Kenmore, WA 98028, USA",47.7389783,-122.2528436859823,12.84779757601972
468000.0,2.0,1.0,1160,6000,1.0,0,0,4,860,300,1942,1982,"3169 NE 85th St, Seattle, WA 98115, USA",47.69001495,-122.2920770114505,13.056225711649638
477000.0,4.0,2.75,1720,6270,2.0,0,0,3,1720,0,1978,0,"5149 S Graham St, Seattle, WA 98118, USA",47.5455168,-122.26880768627468,13.07527386630434
529000.0,3.0,1.0,1210,3328,1.5,0,0,4,1210,0,1924,0,"6015 5th Ave NW, Seattle, WA 98107, USA",47.67286305,-122.36320479678288,13.178745601197818
312000.0,3.0,1.5,1255,1374,3.0,0,0,3,1255,0,2004,2003,"11716 16th Ave NE, Seattle, WA 98125, USA",47.7144766,-122.31094265,12.650761671914688
326100.0,2.0,1.0,880,7683,1.0,0,0,3,880,0,1942,1999,"11709 3rd Ave NW, Seattle, WA 98177, USA",47.714533200000005,-122.36121995208796,12.694962428316714
360000.0,3.0,1.0,1050,9206,1.5,0,0,3,1050,0,1954,2005,"10710 Lake City Way NE, Seattle, WA 98125, USA",47.7073277,-122.30120277071242,12.793862088206213
438000.0,3.0,1.75,1650,12940,1.0,0,0,4,1650,0,1961,2001,"18504 57th Ave NE, Kenmore, WA 98028, USA",47.76292495,-122.26803686572644,12.989976472461
360000.0,3.0,1.0,1570,9467,1.0,0,0,3,1570,0,1954,2005,"19141 1st Ave NW, Shoreline, WA 98177, USA",47.76758453061225,-122.3586157755102,12.793862088206213
1050000.0,4.0,2.5,2920,7200,1.0,0,3,3,1470,1450,1921,2006,"3438-3474 S Charles St, Seattle, WA 98144, USA",,,13.864301674514206
688000.0,4.0,3.0,3000,4000,1.5,0,3,3,1970,1030,1913,2014,"3220 19th Ave S, Seattle, WA 98144, USA",47.57440415,-122.30695025,13.441545570402797
585000.0,3.0,1.75,1850,7735,1.0,0,0,4,1850,0,1983,0,"4640 193rd Ave SE, Issaquah, WA 98027, USA",47.560800150000006,-122.08219826180164,13.279368835614243
265000.0,3.0,2.5,1440,7741,1.0,0,0,4,1000,440,1983,0,"11009 SE 220th Pl, Kent, WA 98031, USA",47.4042946,-122.19402113814286,12.487488878546145
375000.0,3.0,1.75,1440,8775,1.0,0,0,3,1440,0,1973,2013,"13607 128th Ave NE, Kirkland, WA 98034, USA",47.72310395,-122.16990605736432,12.834683971615659
326500.0,3.0,1.0,1810,12375,2.0,0,0,3,1810,0,1970,2014,"15717 126th Pl NE, Woodinville, WA 98072, USA",47.74259935,-122.17186230531416,12.696188290481068
160000.0,2.0,1.0,1180,9350,1.0,0,0,3,1180,0,1918,0,"12662 60th Ave S, Seattle, WA 98178, USA",47.48895235,-122.25895284883076,11.982935344196433
1570000.0,4.0,3.75,3070,5850,2.0,0,0,5,2400,670,1927,0,"1527 39th Ave E, Seattle, WA 98112, USA",47.63308795,-122.28300400736144,14.266586814266963
735000.0,5.0,2.75,3390,5211,2.0,0,0,3,3390,0,2004,2003,"Trossachs Blvd SE, Sammamish, WA 98075, USA",47.59432822902885,-121.97961486813855,13.507627138738266
400000.0,2.0,1.0,1470,6120,1.0,0,0,2,1470,0,1940,0,"3825 NE 87th St, Seattle, WA 98115, USA",47.69143065,-122.28679810160789,12.899222326086994
800000.0,4.0,2.5,2680,7200,1.0,0,0,3,1380,1300,1952,2013,"11540 NE 91st St, Kirkland, WA 98033, USA",47.6834902,-122.186903168464,13.592368256649284
949880.0,4.0,2.25,2290,10687,2.0,0,0,3,2290,0,1978,0,"10413 SE 25th St, Bellevue, WA 98004, USA",47.587882500000006,-122.20214244140216,13.764091992572745
405000.0,3.0,1.75,1980,8100,1.0,0,0,4,1310,670,1949,1985,"2317 N 147th St, Shoreline, WA 98133, USA",47.73520685,-122.3309171,12.91164481522143
399000.0,4.0,2.5,2870,9292,2.0,0,0,3,2540,330,1979,2014,"16727 163rd Pl SE, Renton, WA 98058, USA",47.452233500000006,-122.1230645,12.896719202134523
730001.0,3.0,2.0,1840,4750,1.0,0,0,5,1010,830,1951,0,"7741 29th Ave NW, Seattle, WA 98117, USA",47.6861681,-122.39473290269098,13.500802552846848
1795000.0,4.0,3.25,4060,13000,2.0,0,3,3,4060,0,2000,0,"6875 SE 33rd St, Mercer Island, WA 98040, USA",47.5810462,-122.24591869095744,14.400516137007425
260000.0,3.0,2.0,1630,8018,1.0,0,0,3,1630,0,2003,0,"311 Dereks Pl, Pacific, WA 98047, USA",47.2635825,-122.24285745542508,12.468440756144114
751750.0,2.0,2.0,1880,5400,1.5,0,0,3,1880,0,1902,0,"516 16th Ave E, Seattle, WA 98112, USA",47.6237934,-122.31102763498367,13.530160431079356
325000.0,3.0,1.75,1780,13095,1.0,0,0,4,1780,0,1983,0,"26222 142nd Ave SE, Kent, WA 98042, USA",47.366965,-122.15184385388888,12.691583538230217
344950.0,4.0,2.0,2330,6250,1.0,0,0,4,1400,930,1941,1998,"440 Scenic Way, Kent, WA 98030, USA",47.3786442,-122.2294651,12.751157656940919
457500.0,3.0,1.75,1840,4030,1.0,0,0,5,1050,790,1925,0,"1626 S Bennett St, Seattle, WA 98108, USA",47.55493425,-122.3110328755709,13.033534349487674
